
Epoch 1/10, Loss: 3.891734222178403

Epoch 2/10, Loss: 3.2078632409393553

Epoch 3/10, Loss: 2.9880647495330086

Epoch 4/10, Loss: 2.835288934745336

Epoch 5/10, Loss: 2.714150521877726

Epoch 6/10, Loss: 2.605414026999191

Epoch 7/10, Loss: 2.506531758741899

Epoch 8/10, Loss: 2.4130670453248757

Epoch 9/10, Loss: 2.32136682144738

Epoch 10/10, Loss: 2.231849409563268
